timestamp,source,event_details_change,event_login,event_password_change
2023-10-10 01:59:02.970683856,C131296547,0,0,1
2023-10-11 13:20:20.152999386,C2132916640,0,1,0
2023-10-11 00:47:28.187841188,C1570165892,0,1,0
2023-10-10 03:22:26.267385002,C334073161,0,1,0
2023-10-10 12:36:07.469345069,C1390331883,1,0,0
2023-10-10 18:43:40.854041284,C378899672,0,0,1
2023-10-10 16:47:36.760171363,C380564257,0,0,1
2023-10-10 14:18:21.114924128,C2013871968,0,1,0
2023-10-10 05:31:18.719730428,C2095181585,1,0,0
2023-10-11 03:05:13.952115201,C1456029725,0,1,0
2023-10-09 16:10:56.977778419,C168361707,0,0,1
2023-10-11 10:03:12.628613367,C652001804,1,0,0
2023-10-10 12:31:14.424745150,C1680323951,0,1,0
2023-10-11 10:46:30.464034142,C599293124,1,0,0
2023-10-11 03:28:26.910015933,C875900250,1,0,0
2023-10-10 19:34:12.702739666,C1694165271,1,0,0
2023-10-09 19:23:52.017854547,C1735726583,0,1,0
2023-10-09 22:26:27.163242033,C311188483,0,1,0
2023-10-10 17:15:43.049807359,C767740583,0,1,0
2023-10-11 08:10:28.018447663,C1239061472,0,0,1
2023-10-11 10:33:22.612682841,C1289219178,0,1,0
2023-10-10 19:32:24.806032564,C1045850211,0,1,0
2023-10-10 19:18:19.881130216,C1356412685,1,0,0
2023-10-11 01:47:15.925105423,C1452053500,0,1,0
2023-10-10 20:33:31.118643226,C642158646,0,1,0
2023-10-11 12:49:34.877046972,C648467088,0,0,1
2023-10-11 03:25:36.797481720,C1756466427,1,0,0
2023-10-10 19:24:06.146211397,C477595630,0,1,0
2023-10-10 12:41:31.261778765,C1885719603,0,0,1
2023-10-10 19:34:18.848293485,C1457264318,0,0,1
2023-10-10 04:03:41.708583181,C171977183,0,0,1
2023-10-10 02:08:18.945164502,C1669649966,0,0,1
2023-10-10 14:03:20.741917867,C87697988,0,0,1
2023-10-10 03:13:19.979616957,C1677624934,0,1,0
2023-10-10 10:50:47.260565980,C643323409,0,1,0
2023-10-11 15:38:54.617273974,C1790426542,0,0,1
2023-10-10 19:29:23.240026857,C461156176,0,1,0
2023-10-11 05:12:24.608301653,C1461183154,0,0,1
2023-10-11 14:11:57.573585356,C1953142190,0,1,0
2023-10-09 20:56:02.693614727,C1228110352,0,1,0
2023-10-10 11:11:38.768881687,C328208842,0,1,0
2023-10-10 08:46:35.427603203,C478820701,1,0,0
2023-10-11 15:23:27.297078134,C142251484,1,0,0
2023-10-09 18:40:27.820583055,C2034859281,1,0,0
2023-10-11 12:07:34.177217928,C1038329920,0,1,0
2023-10-10 11:54:20.060204451,C125481968,1,0,0
2023-10-11 03:59:45.804561946,C1261640227,0,0,1
2023-10-11 03:51:09.817091454,C1881279773,0,0,1
2023-10-11 01:25:31.457503468,C384136428,0,1,0
2023-10-10 11:34:15.177081373,C1905396523,0,1,0
2023-10-11 06:45:56.332357047,C1102464953,1,0,0
2023-10-11 01:40:06.958630392,C1043944424,0,1,0
2023-10-11 09:39:21.908307752,C1375316332,0,1,0
2023-10-10 18:43:24.593832150,C471166875,1,0,0
2023-10-10 23:06:11.605616482,C1615801620,0,0,1
2023-10-11 01:33:28.889395282,C839839520,0,1,0
2023-10-11 15:23:38.693586463,C1675884425,1,0,0
2023-10-10 22:41:44.298094684,C477542874,0,1,0
2023-10-10 04:11:01.664011881,C689850593,0,1,0
2023-10-10 17:15:38.183785595,C1914582232,0,1,0
2023-10-10 03:44:20.895629985,C1060120913,0,1,0
2023-10-10 05:31:57.208511101,C1072577677,1,0,0
2023-10-10 09:19:47.213565120,C587016440,1,0,0
2023-10-11 12:36:03.297213979,C876944738,0,0,1
2023-10-10 04:55:57.358748326,C1060018471,0,1,0
2023-10-09 21:16:02.862384525,C2075935351,0,1,0
2023-10-09 15:46:32.954362768,C717345438,1,0,0
2023-10-09 23:37:53.315284307,C971838371,0,0,1
2023-10-10 08:13:11.763681920,C74848504,1,0,0
2023-10-10 07:51:17.711029676,C1049957303,0,0,1
2023-10-10 11:10:52.212545385,C1483927110,1,0,0
2023-10-11 09:28:42.016416916,C606518659,0,0,1
2023-10-10 19:42:17.189156953,C790395954,0,0,1
2023-10-11 11:47:54.500108839,C240900578,0,0,1
2023-10-10 12:14:59.978439994,C1977634536,0,0,1
2023-10-11 00:06:48.070629398,C1562537029,0,1,0
2023-10-10 07:15:06.587319139,C1652856443,0,0,1
2023-10-11 01:19:49.182640744,C41461366,0,0,1
2023-10-11 10:14:15.180153280,C2084449024,0,0,1
2023-10-10 17:30:25.290551445,C1342118588,1,0,0
2023-10-09 21:33:03.736440771,C1189752912,1,0,0
2023-10-11 02:17:52.463365080,C71763178,1,0,0
2023-10-11 12:30:48.431975596,C612357573,0,1,0
2023-10-10 21:15:29.801221978,C2055156879,0,0,1
2023-10-11 04:28:18.995809658,C1978250683,0,1,0
2023-10-10 16:32:01.308902546,C1226947303,1,0,0
2023-10-10 01:58:57.426395655,C743791359,0,1,0
2023-10-10 08:02:48.054237491,C33256704,1,0,0
2023-10-11 04:08:04.750547188,C1828345671,1,0,0
2023-10-11 03:04:19.617282552,C2005671734,0,0,1
2023-10-10 14:04:20.051598443,C75278863,1,0,0
2023-10-10 07:11:07.420100019,C1483007108,0,0,1
2023-10-11 02:27:09.788022487,C369805136,0,0,1
2023-10-11 05:54:39.661151308,C1341662543,0,1,0
2023-10-10 18:12:06.420962244,C1050458046,0,1,0
2023-10-09 17:29:15.607159380,C272752096,1,0,0
2023-10-10 10:14:19.408129006,C139784508,0,1,0
2023-10-10 19:06:12.029887477,C524663308,1,0,0
2023-10-10 23:54:07.331732845,C1837295173,0,1,0
2023-10-11 01:34:08.584061300,C1486017704,1,0,0
2023-10-10 09:29:18.310804378,C1038277619,0,0,1
2023-10-10 19:05:46.836525950,C1269635185,0,0,1
2023-10-09 20:44:13.979303209,C1927223566,1,0,0
2023-10-10 15:40:19.637777546,C965952231,0,0,1
2023-10-10 07:54:55.037322566,C344259725,0,0,1
2023-10-10 15:16:44.718890578,C1502804084,1,0,0
2023-10-10 19:02:26.308579765,C1364381627,0,1,0
2023-10-10 05:08:15.412549027,C6433096,0,1,0
2023-10-09 23:14:33.067657511,C725307945,0,1,0
2023-10-10 14:21:16.173543057,C656031620,0,1,0
2023-10-10 15:43:23.276035433,C814079066,0,0,1
2023-10-10 18:06:27.654895297,C553121592,0,1,0
2023-10-10 12:35:21.271715255,C2128263275,0,0,1
2023-10-10 12:36:37.661041641,C1504341710,0,1,0
2023-10-10 00:07:27.479795170,C1296664552,1,0,0
2023-10-09 17:27:46.970303499,C817774765,0,1,0
2023-10-10 15:51:57.527744419,C1338727022,1,0,0
2023-10-09 20:16:14.508948468,C1861613802,0,1,0
2023-10-11 03:21:22.417037942,C971838371,0,1,0
2023-10-09 21:27:57.437697345,C872112161,0,1,0
2023-10-10 18:27:49.794052212,C1938976805,0,1,0
2023-10-11 06:21:16.181285405,C478715873,1,0,0
2023-10-09 17:38:20.043962708,C856318696,1,0,0
2023-10-10 12:06:26.930996050,C272752096,0,0,1
2023-10-10 01:31:28.969228183,C947010068,0,0,1
2023-10-11 13:49:53.803679808,C167330970,1,0,0
2023-10-10 00:23:56.684996040,C993027768,1,0,0
2023-10-09 17:02:04.959673843,C1651395634,1,0,0
2023-10-11 07:47:08.624875643,C1202857292,0,1,0
2023-10-10 17:22:01.992140060,C431496464,0,0,1
2023-10-11 14:31:01.108568805,C1295945354,0,1,0
2023-10-10 14:44:51.658764944,C1911232863,0,1,0
2023-10-10 07:56:54.265050267,C1562991705,0,1,0
2023-10-11 06:46:15.167404224,C970704037,1,0,0
2023-10-10 18:41:41.177250615,C1791903269,0,0,1
2023-10-10 20:51:17.356734544,C1078596280,0,1,0
2023-10-09 16:49:32.476906960,C659009992,0,1,0
2023-10-09 20:24:07.071846910,C464042268,0,0,1
2023-10-10 18:26:27.973047673,C172921013,0,0,1
2023-10-09 21:19:33.690632634,C755108533,0,0,1
2023-10-10 06:31:37.539844979,C1711634686,0,1,0
2023-10-09 17:18:56.383005536,C1283110336,0,1,0
2023-10-10 03:42:14.006828396,C2143703121,1,0,0
2023-10-09 20:12:03.077512521,C1582197917,0,1,0
2023-10-11 11:23:12.505454442,C1197304790,0,1,0
2023-10-10 15:40:40.493662362,C1620127338,0,0,1
2023-10-11 04:24:20.816507120,C476466255,1,0,0
2023-10-09 21:37:13.831492997,C366601563,0,0,1
2023-10-09 18:23:34.072537565,C1200227736,0,1,0
2023-10-09 15:40:24.102151213,C1445931696,0,0,1
2023-10-11 15:21:08.038868245,C1783127345,0,1,0
2023-10-10 12:17:05.751267817,C1582152156,1,0,0
2023-10-10 13:57:40.588717965,C1535419154,1,0,0
2023-10-10 20:22:18.254912670,C1809945143,0,0,1
2023-10-10 21:08:52.196469362,C984099618,1,0,0
2023-10-11 05:40:09.891130967,C1344489848,0,1,0
2023-10-10 14:58:02.653053469,C1954706477,0,0,1
2023-10-10 09:43:10.340239635,C1263461120,0,0,1
2023-10-10 01:38:43.189303370,C1033848759,0,0,1
2023-10-11 11:50:40.202178013,C1952969809,0,1,0
2023-10-10 21:30:32.291559210,C380412694,0,0,1
2023-10-10 05:03:51.711109395,C772895850,1,0,0
2023-10-09 21:18:13.471776950,C1100053869,0,1,0
2023-10-09 21:51:12.942931379,C653835530,0,0,1
2023-10-11 01:05:34.083975684,C532118459,0,0,1
2023-10-10 07:39:29.416272051,C62153477,1,0,0
2023-10-11 07:30:17.932564054,C1177396126,0,0,1
2023-10-10 08:36:57.473767617,C1646244537,0,0,1
2023-10-10 09:05:42.814620711,C1199849921,0,0,1
2023-10-11 03:34:59.520199948,C525850964,0,1,0
2023-10-10 17:21:31.911762299,C932908444,1,0,0
2023-10-09 18:23:39.745327761,C1922157108,0,0,1
2023-10-10 11:56:37.674271014,C956898918,0,1,0
2023-10-10 06:01:57.687574597,C1629693561,1,0,0
2023-10-10 22:37:08.415919370,C892586401,0,1,0
2023-10-09 23:46:44.498288875,C1886601622,1,0,0
2023-10-10 04:38:46.957834729,C1033736586,1,0,0
2023-10-10 14:19:40.817424417,C915430510,0,0,1
2023-10-10 20:38:39.436846919,C2023751717,1,0,0
2023-10-11 07:48:11.516032911,C1108226372,0,1,0
2023-10-09 19:28:27.628151155,C1731163929,0,1,0
2023-10-10 09:46:58.191099116,C1560893361,1,0,0
2023-10-11 10:44:17.412456941,C673048498,0,0,1
2023-10-10 18:59:02.114805061,C678697032,0,1,0
2023-10-10 03:47:36.179373805,C1853277977,1,0,0
2023-10-11 07:13:29.072149552,C1629765833,0,1,0
2023-10-11 15:18:18.018365612,C1717543260,1,0,0
2023-10-11 01:43:53.143748260,C223315547,1,0,0
2023-10-09 21:21:58.449397871,C1415168453,0,0,1
2023-10-10 03:31:23.019841856,C310220915,1,0,0
2023-10-10 18:09:48.045370689,C825622087,0,1,0
2023-10-11 14:09:14.385175836,C1977058282,1,0,0
2023-10-10 17:25:05.574634190,C1533000663,1,0,0
2023-10-10 11:09:00.735337855,C1767929602,0,0,1
2023-10-09 20:17:48.960879550,C2079453894,0,1,0
2023-10-11 10:37:01.548432239,C1362863442,0,0,1
2023-10-10 09:10:05.263539957,C869565327,0,1,0
2023-10-11 13:49:55.887256001,C2145448250,1,0,0
2023-10-10 01:38:23.972557954,C1844076143,0,0,1
2023-10-11 07:39:20.505067377,C1870640785,1,0,0
2023-10-10 10:39:14.106883436,C367433559,0,1,0
2023-10-11 10:21:14.449150713,C295094185,0,0,1
2023-10-10 11:47:29.085131365,C1921196241,0,0,1
2023-10-11 12:11:51.182132022,C784005201,0,1,0
2023-10-09 19:11:13.161458985,C1965115675,0,0,1
2023-10-11 01:22:54.796406184,C1750835738,1,0,0
2023-10-10 07:31:51.474211859,C1913473991,0,0,1
2023-10-10 21:20:54.330735436,C839839520,0,0,1
2023-10-10 08:42:51.832378994,C438957460,0,1,0
2023-10-09 21:01:43.721890199,C1304555023,0,0,1
2023-10-09 21:15:56.200394515,C255101565,1,0,0
2023-10-10 14:48:06.631063561,C169274898,0,1,0
2023-10-09 19:59:31.593000249,C1677624934,0,1,0
2023-10-10 03:29:58.776458191,C223315547,0,0,1
2023-10-10 08:50:06.118205802,C1341517098,0,0,1
2023-10-10 22:00:41.754243330,C743791359,1,0,0
2023-10-10 21:24:16.444665331,C1303695653,1,0,0
2023-10-09 19:02:40.103991649,C834963773,0,0,1
2023-10-11 04:10:50.741911802,C1186953291,0,1,0
2023-10-10 09:34:38.378653503,C1316936887,0,1,0
2023-10-10 13:02:41.585692274,C407368472,0,1,0
2023-10-10 18:54:45.704004086,C429242189,0,1,0
2023-10-09 21:12:02.671683141,C1960578141,1,0,0
2023-10-11 14:46:54.603751699,C236847402,0,0,1
2023-10-11 13:17:09.719918438,C805014659,0,1,0
2023-10-10 05:31:01.214633054,C106931168,1,0,0
2023-10-11 06:46:00.926248395,C1214929092,0,1,0
2023-10-10 23:38:08.962670924,C1152835627,0,1,0
2023-10-10 09:09:32.372552794,C413843100,1,0,0
2023-10-10 12:53:55.194476730,C416536713,0,0,1
2023-10-10 22:16:34.205164666,C1541224095,0,1,0
2023-10-09 20:27:29.794519952,C1354917220,0,0,1
2023-10-11 05:21:36.120692910,C1929167055,0,1,0
2023-10-10 20:14:37.223837552,C1505467955,1,0,0
2023-10-11 03:46:24.026493573,C1913314890,0,0,1
2023-10-11 07:33:16.136405111,C604267980,0,1,0
2023-10-10 23:18:56.504230073,C1560676680,1,0,0
2023-10-09 22:39:47.032611906,C856303631,0,0,1
2023-10-10 16:22:48.870308640,C286547187,0,0,1
2023-10-10 18:27:21.619710449,C1142956269,1,0,0
2023-10-09 19:35:08.560160064,C2068909690,0,1,0
2023-10-10 02:41:21.008358695,C336519851,0,0,1
2023-10-09 18:54:30.676990986,C809708190,1,0,0
2023-10-10 07:25:07.287839116,C1739468858,0,1,0
2023-10-09 16:25:34.536912364,C1297995542,0,1,0
2023-10-10 20:11:01.198853073,C1182534509,1,0,0
2023-10-09 20:14:29.660033399,C440694138,0,0,1
2023-10-11 01:20:49.113275376,C1936493073,0,0,1
2023-10-10 08:35:59.982869074,C1420603517,0,1,0
2023-10-10 17:15:17.871618688,C1732752834,1,0,0
2023-10-10 21:17:53.493715253,C1835412106,0,1,0
2023-10-09 16:44:19.478009951,C876944738,0,1,0
2023-10-10 22:21:45.980661007,C1346358504,0,0,1
2023-10-10 10:19:03.560131537,C1516302826,1,0,0
2023-10-10 03:56:25.934241872,C1545484501,1,0,0
2023-10-11 06:17:05.129851897,C1191796691,0,1,0
2023-10-10 04:42:02.761559106,C1360265061,0,1,0
2023-10-10 06:25:40.148431293,C1626806996,0,0,1
2023-10-10 11:03:00.275724681,C2125787399,0,0,1
2023-10-10 05:58:02.013986628,C1040980271,1,0,0
2023-10-10 03:03:03.413402403,C1999090638,0,0,1
2023-10-10 04:04:39.596495305,C1043282651,1,0,0
2023-10-10 12:28:06.744546471,C267284908,0,0,1
2023-10-11 00:36:10.064452976,C1637357651,1,0,0
2023-10-09 22:03:52.899483047,C652364872,0,1,0
2023-10-11 05:13:30.865245188,C1374607221,0,0,1
2023-10-10 18:18:06.538156594,C950325755,1,0,0
2023-10-10 09:23:07.182503617,C1562991705,0,0,1
2023-10-10 00:21:55.456649796,C864602023,0,0,1
2023-10-11 03:18:05.306791864,C1234264195,0,1,0
2023-10-10 15:38:54.957805355,C1509106340,0,1,0
2023-10-11 07:41:54.564804802,C146494822,0,0,1
2023-10-10 21:26:01.303559600,C380911997,0,0,1
2023-10-10 09:43:57.726742343,C445178285,1,0,0
2023-10-11 12:55:24.427329518,C1054818236,0,1,0
2023-10-11 14:17:26.264427826,C1878030169,0,1,0
2023-10-09 18:56:22.324880267,C970538683,1,0,0
2023-10-11 07:00:49.378168691,C187473376,0,0,1
2023-10-09 20:57:02.763743867,C1648683269,0,0,1
2023-10-09 23:39:27.549831959,C255101565,1,0,0
2023-10-11 06:52:46.542618441,C1855338494,0,0,1
2023-10-10 09:52:31.029000633,C1838948302,0,1,0
2023-10-11 05:13:04.709505757,C337165520,0,0,1
2023-10-10 18:58:31.292650560,C1161671147,0,1,0
2023-10-11 06:12:14.667692194,C1372042334,0,1,0
2023-10-11 09:56:03.025969911,C1256073744,0,0,1
2023-10-10 09:05:53.387221234,C1801270098,1,0,0
2023-10-10 12:10:48.165162626,C1769401317,0,1,0
2023-10-09 23:55:01.427929812,C1158738757,0,0,1
2023-10-10 08:07:01.291871991,C324262354,1,0,0
2023-10-11 15:27:44.323445257,C381446674,0,1,0
2023-10-10 03:17:49.554806164,C961515074,0,0,1
2023-10-10 00:17:11.535940313,C647327489,0,1,0
2023-10-10 06:03:26.752118479,C106931168,0,0,1
2023-10-11 08:17:09.236752518,C359698649,0,0,1
2023-10-11 13:19:51.383296862,C507185945,0,1,0
2023-10-11 03:32:31.820324430,C1801015376,0,0,1
2023-10-11 07:31:56.690961227,C970704037,0,1,0
2023-10-11 13:30:22.554640551,C1629152705,0,0,1
2023-10-10 11:03:17.398243726,C1980965530,0,1,0
2023-10-10 04:32:25.859970383,C1364381627,1,0,0
2023-10-09 17:25:43.120107642,C1703648667,0,1,0
2023-10-10 09:28:38.755284115,C318717540,0,1,0
2023-10-11 13:18:49.382937588,C451582208,0,0,1
2023-10-10 04:30:40.933834774,C1018653381,0,0,1
2023-10-10 14:34:31.826902353,C1434853621,0,0,1
2023-10-11 06:46:27.969421875,C2035771335,0,1,0
2023-10-10 17:56:53.236532185,C1389923471,0,0,1
2023-10-11 05:10:36.620753539,C1309027409,0,0,1
2023-10-10 03:38:33.566176734,C1193582671,0,0,1
2023-10-10 08:20:24.075951416,C1108967401,0,1,0
2023-10-11 00:58:15.921947378,C2083017854,1,0,0
2023-10-11 02:04:13.734348227,C1807153148,1,0,0
2023-10-10 02:28:08.662635282,C1104044396,1,0,0
2023-10-10 10:01:01.678420071,C1535419154,0,1,0
2023-10-09 16:25:00.687818951,C1811749392,1,0,0
2023-10-10 20:03:22.919765631,C261768480,1,0,0
2023-10-10 22:32:08.029475303,C1297100897,0,1,0
2023-10-10 05:06:31.612389114,C1122213892,0,0,1
2023-10-09 20:42:29.494891693,C1327124397,1,0,0
2023-10-09 16:21:10.428878470,C1313060996,0,1,0
2023-10-11 04:30:26.432732051,C2082605784,0,0,1
2023-10-10 17:38:41.826064687,C2136553361,0,0,1
2023-10-09 17:03:34.458752471,C332727422,1,0,0
2023-10-09 17:27:20.155400286,C1484585237,0,1,0
2023-10-11 02:21:10.184903374,C849342403,0,1,0
2023-10-09 17:17:53.033664052,C1075787773,0,1,0
2023-10-10 08:13:54.472383539,C399061526,0,1,0
2023-10-10 13:37:06.620669545,C1255236689,0,0,1
2023-10-11 01:51:38.332274263,C2091703695,1,0,0
2023-10-10 10:21:02.626216589,C1510459992,1,0,0
2023-10-10 16:13:18.773031921,C208889378,0,0,1
2023-10-11 11:21:10.184124917,C1609197353,1,0,0
2023-10-10 12:49:39.890531387,C1984017083,0,0,1
2023-10-10 18:51:17.184615271,C771874671,0,0,1
2023-10-09 22:11:14.066522196,C283266984,1,0,0
2023-10-09 20:30:09.921347303,C25759288,1,0,0
2023-10-11 02:34:48.110378730,C1952109278,0,0,1
2023-10-09 19:22:04.614971372,C1077245673,1,0,0
2023-10-10 12:48:51.287411680,C941334726,1,0,0
2023-10-10 13:23:09.989305256,C1128965136,0,1,0
2023-10-10 14:38:40.774038469,C845102514,0,1,0
2023-10-11 15:33:12.791664283,C1161927918,1,0,0
2023-10-09 23:18:22.651456186,C1904362781,0,0,1
2023-10-10 06:58:46.244689573,C446179646,0,1,0
2023-10-11 10:21:13.788117942,C507185945,1,0,0
2023-10-10 15:55:41.668701496,C2035341190,0,1,0
2023-10-09 23:09:14.105525533,C325775693,0,0,1
2023-10-10 21:13:04.301723279,C700940580,1,0,0
2023-10-10 15:45:52.620067971,C1349321790,1,0,0
2023-10-10 13:03:11.277913631,C1913044357,1,0,0
2023-10-11 09:51:39.444416833,C1517707344,0,0,1
2023-10-11 09:13:41.407382957,C862267590,1,0,0
2023-10-09 19:50:30.833416154,C1769359992,1,0,0
2023-10-11 05:42:13.431674160,C1862240946,0,1,0
2023-10-10 08:18:06.343136383,C987955759,0,0,1
2023-10-10 06:25:28.930694318,C1914057832,0,0,1
2023-10-10 07:43:56.083030597,C377517197,1,0,0
2023-10-09 23:41:39.291517365,C875898611,0,1,0
2023-10-11 03:14:55.921462728,C1560676680,0,1,0
2023-10-09 23:51:05.830040323,C759264122,0,0,1
2023-10-09 16:35:24.058606051,C356750222,1,0,0
2023-10-10 15:51:27.789714455,C1565058518,1,0,0
2023-10-11 04:33:50.084655274,C81568098,1,0,0
2023-10-10 15:25:05.261628264,C779868884,1,0,0
2023-10-10 18:40:22.261104249,C566628469,0,1,0
2023-10-11 02:45:28.068020217,C1821582093,0,0,1
2023-10-11 03:58:35.325774191,C1133298590,0,1,0
2023-10-10 10:09:22.143301948,C1631930247,0,0,1
2023-10-10 08:11:52.469961984,C1811749392,0,0,1
2023-10-09 22:37:05.109648277,C233539413,1,0,0
2023-10-10 15:04:05.802156273,C9169170,0,0,1
2023-10-11 04:18:50.710397750,C1830336096,1,0,0
2023-10-10 06:28:30.695106693,C2117326082,0,1,0
2023-10-11 15:18:20.858698914,C1613579866,1,0,0
2023-10-11 00:31:07.718042452,C2091703695,0,1,0
2023-10-11 01:29:35.248047120,C1887082660,0,1,0
2023-10-10 21:40:15.629914533,C1617276678,0,0,1
2023-10-11 07:56:19.291269186,C936853935,0,1,0
2023-10-10 07:49:10.958271639,C2104185147,0,0,1
2023-10-10 06:54:13.084554592,C626836922,0,1,0
2023-10-09 19:19:51.029230603,C553434543,0,1,0
2023-10-10 14:39:38.966726216,C1456029725,1,0,0
2023-10-11 02:45:26.543488086,C1022530210,1,0,0
2023-10-11 07:02:39.341159840,C1620825260,0,1,0
2023-10-11 13:01:30.038729519,C1035581047,0,1,0
2023-10-09 23:36:57.164997762,C359698649,1,0,0
2023-10-11 14:17:19.484624626,C509362814,0,0,1
2023-10-11 02:13:34.822786671,C1869939691,0,1,0
2023-10-11 11:45:33.446927158,C1995039136,0,0,1
2023-10-09 17:05:18.909799836,C16891369,1,0,0
2023-10-10 03:32:24.442858725,C426128777,0,1,0
2023-10-10 11:32:21.177554250,C1969430351,0,0,1
2023-10-10 22:20:43.462480685,C2087230127,0,0,1
2023-10-09 22:25:55.831880569,C2075935351,0,1,0
2023-10-10 05:27:10.616172622,C2116616608,1,0,0
2023-10-10 05:25:22.081970646,C131296547,0,1,0
2023-10-09 16:20:39.872945331,C1148635270,0,1,0
2023-10-10 16:55:04.830707388,C1233802034,0,0,1
2023-10-11 09:11:27.986702706,C150523972,0,1,0
2023-10-10 06:04:22.350249104,C23569509,0,1,0
2023-10-11 00:27:32.125188492,C1503009287,0,1,0
2023-10-10 02:43:55.902084882,C671392477,0,1,0
2023-10-10 21:46:18.258108222,C87462443,1,0,0
2023-10-10 20:55:42.328450023,C1048694975,1,0,0
2023-10-10 22:17:50.566248113,C1939349733,0,1,0
2023-10-10 04:17:15.440275548,C805483863,1,0,0
2023-10-11 05:34:06.921751253,C1580559195,1,0,0
2023-10-11 08:41:04.489752073,C1202775726,0,1,0
2023-10-10 12:02:19.553230756,C1575842015,0,0,1
2023-10-11 03:53:25.153246569,C1053477622,0,0,1
2023-10-09 17:19:36.711814654,C843083567,0,0,1
2023-10-11 14:31:55.635111687,C1871594117,0,1,0
2023-10-10 09:52:52.483805828,C625569664,0,1,0
2023-10-11 00:06:09.139564225,C1263267362,0,1,0
2023-10-11 04:26:14.870916245,C1440310601,0,0,1
2023-10-09 17:49:13.279435392,C1461774305,1,0,0
2023-10-09 20:45:05.983600302,C1883823119,0,0,1
2023-10-10 04:37:50.896667910,C2132916640,1,0,0
2023-10-10 21:14:32.494952356,C653835530,1,0,0
2023-10-10 22:22:15.455902230,C1692355722,0,0,1
2023-10-09 15:40:19.344446781,C125481968,0,0,1
2023-10-10 05:45:14.223418049,C76052944,1,0,0
2023-10-10 21:30:13.787177449,C1988025089,0,1,0
2023-10-09 23:53:25.720494224,C1085056650,0,0,1
2023-10-09 16:06:53.858405179,C747353905,0,1,0
2023-10-11 06:24:30.219630185,C324498528,1,0,0
2023-10-10 05:02:25.676694910,C1962137244,1,0,0
2023-10-10 18:33:21.567045647,C1070471979,1,0,0
2023-10-09 22:59:45.981763676,C230488939,0,1,0
2023-10-11 06:40:23.616687297,C95356,1,0,0
2023-10-10 09:12:34.350399528,C1408489165,0,1,0
2023-10-10 08:53:49.873138964,C1425441042,0,0,1
2023-10-10 04:29:14.701829375,C470079617,0,0,1
2023-10-10 09:44:50.992699241,C1848884864,1,0,0
2023-10-09 20:59:54.861540772,C2060968828,1,0,0
2023-10-11 01:21:25.474696727,C985141335,0,0,1
2023-10-10 06:10:58.216858717,C1342037956,0,1,0
2023-10-11 14:27:48.284585475,C55178455,1,0,0
2023-10-10 02:02:16.140363849,C367433559,0,1,0
2023-10-10 13:11:39.715602156,C1691073795,0,1,0
2023-10-11 09:49:40.654826300,C2001133685,1,0,0
2023-10-09 21:44:14.047010631,C1130259702,0,0,1
2023-10-10 18:55:37.246101837,C107438779,0,1,0
2023-10-10 17:22:42.198758338,C2079384186,0,1,0
2023-10-10 18:24:25.617392400,C1040980271,0,1,0
2023-10-10 01:57:36.588410765,C42779194,1,0,0
2023-10-11 05:17:18.760005987,C1853365964,0,1,0
2023-10-10 21:00:02.310547608,C1945520078,0,1,0
2023-10-10 14:17:08.569517858,C1768385310,0,1,0
2023-10-10 13:04:49.755351789,C104392148,0,1,0
2023-10-10 05:41:34.287687931,C1254696728,0,0,1
2023-10-11 10:57:20.129850826,C1557448880,1,0,0
2023-10-10 22:48:45.551069926,C208889378,0,0,1
2023-10-10 23:11:57.702406418,C603564532,0,0,1
2023-10-09 20:50:37.505707492,C28023491,0,0,1
2023-10-10 22:50:54.601442857,C1807259356,1,0,0
2023-10-10 07:21:49.170627319,C1309027409,0,0,1
2023-10-10 20:33:48.324468508,C645521146,0,0,1
2023-10-11 14:54:02.431683676,C1156188729,0,1,0
2023-10-11 12:18:38.271619383,C877773949,0,1,0
2023-10-11 03:51:42.455782385,C128812892,0,0,1
2023-10-10 07:27:05.511942419,C1612748385,0,1,0
2023-10-11 02:45:27.459659637,C959506480,1,0,0
2023-10-10 04:12:35.752687447,C2000956624,1,0,0
2023-10-10 19:34:34.316020816,C1875710426,0,0,1
2023-10-10 10:55:04.253877491,C183270065,1,0,0
2023-10-10 19:55:40.780439668,C893284971,0,0,1
2023-10-10 18:52:02.837473762,C2704357,0,1,0
2023-10-10 10:36:05.453932175,C1221114448,0,0,1
2023-10-09 18:50:28.380579883,C1799589925,0,0,1
2023-10-10 17:26:56.887315296,C1683471006,0,1,0
2023-10-11 00:48:36.974414456,C380564257,1,0,0
2023-10-09 15:47:19.962597524,C862267590,0,1,0
2023-10-11 06:55:01.982826632,C1951890364,0,1,0
2023-10-10 19:15:37.260109162,C77017704,0,0,1
2023-10-09 15:39:22.514430358,C755615643,0,1,0
2023-10-09 20:27:49.946358261,C918296398,0,0,1
2023-10-10 11:23:01.068333753,C448612141,0,1,0
2023-10-10 08:54:58.152554135,C671392477,0,1,0
2023-10-10 18:41:56.301159175,C994739890,0,1,0
2023-10-10 00:36:29.471646342,C1543824543,1,0,0
2023-10-10 01:22:16.266872446,C834963773,1,0,0
2023-10-10 18:21:24.444046301,C380911997,0,0,1
2023-10-10 09:10:20.275844896,C1213002113,1,0,0
2023-10-11 04:20:52.457962727,C194016923,1,0,0
2023-10-10 12:34:15.673228599,C169274898,0,0,1
2023-10-11 03:01:28.499667845,C1562991705,1,0,0
2023-10-09 23:30:04.728115086,C232299558,0,1,0
